Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Observation-hp.0001263.json	635	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TumorProgression.json	2212	4	0	0	0	0	0	30	0	18	0	0	0	0	0	0	0	0	0	0	50	144	0	0	0	1	0	0
fsh-generated/resources/ValueSet-TumorProgression.json	949	3	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	9	314	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-vrs-object.json	1811	5	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	50	141	0	0	0	1	0	0
fsh-generated/resources/Observation-phenotypic-abnormality-invalid-1.json	4318	8	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	1	0	0	23	17	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-CodedOnset.json	1753	5	1	0	0	0	0	33	0	18	0	0	0	0	0	0	0	0	0	0	60	85	0	0	0	1	0	0
fsh-generated/resources/DiagnosticReport-PhenopacketsGenomicInterpretationExample01.json	1601	4	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/Observation-id.phenotypicfeature.3.json	686	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TumorGrade.json	1748	4	0	0	0	0	0	38	0	18	0	0	0	0	0	0	0	0	0	0	45	86	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Taxonomy.json	2050	5	0	0	0	0	0	30	0	17	0	0	0	0	0	0	0	0	0	0	46	87	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-therapeutic-actionability.json	2137	5	0	0	0	0	0	31	0	19	0	0	0	0	0	0	0	0	0	0	55	91	0	0	0	2	0	1
fsh-generated/resources/CodeSystem-HtsFormat.json	931	4	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0001669.json	644	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0000541.json	627	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PhenotypicFeature.json	4874	10	0	0	0	0	0	258	0	361	0	0	0	0	0	0	0	0	0	0	432	739	0	0	0	14	0	0
fsh-generated/resources/StructureDefinition-Measurement.json	1905	4	0	0	0	0	0	155	0	155	0	0	0	0	0	0	0	1	0	0	233	483	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-HistologicalDiagnosis.json	2265	5	1	0	0	0	0	32	0	42	0	0	0	0	0	0	0	0	0	0	52	116	0	0	0	1	0	0
fsh-generated/resources/Composition-PhenopacketCompositionExample01.json	2720	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-acmg-pathogenicity-classification.json	2169	5	0	0	0	0	0	33	0	21	0	0	0	0	0	0	0	0	0	0	56	85	0	0	0	2	0	0
fsh-generated/resources/DiagnosticReport-PhenopacketsGenomicInterpretationExample02.json	1912	4	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0003557.json	683	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Condition-id.disease.1.json	611	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-MeasurementExt.json	1736	4	0	0	0	0	0	24	0	42	0	0	0	0	0	0	0	0	0	0	42	81	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-interpretation-status.json	2216	6	0	0	0	0	0	43	0	30	0	0	0	0	0	0	0	0	0	0	52	90	0	0	1	2	0	0
fsh-generated/resources/ValueSet-phenotypic-component.json	660	2	1	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	8	297	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Disease.json	1968	5	0	0	0	0	0	109	0	85	0	0	0	0	0	0	0	0	0	0	171	318	0	0	0	4	1	1
fsh-generated/resources/ValueSet-phenotypic-abnormality.json	608	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	356	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PeterGeneticist.json	744	3	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-molecule-context.json	1976	5	0	0	0	0	0	22	0	32	0	0	0	0	0	0	0	0	0	0	50	97	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-phred-quality-score.json	1502	4	0	0	0	0	0	18	0	44	0	0	0	0	0	0	0	1	0	0	42	75	0	0	0	1	0	0
fsh-generated/resources/ValueSet-observation-categories.json	652	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	56	0	0	0	0	0	0
fsh-generated/resources/Condition-id.disease.intellectualDisability.json	448	2	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Patient-example-patient.json	1386	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Bundle-PhenopacketsBundleExample01.json	18072	25	0	0	0	0	65	0	1	82	0	0	0	0	0	0	0	0	0	0	90	76	0	0	0	0	0	1
fsh-generated/resources/StructureDefinition-Phenopacket.json	10146	17	0	0	0	0	0	446	0	736	0	0	0	0	0	0	0	1	0	0	811	1806	0	0	0	23	0	0
fsh-generated/resources/StructureDefinition-Treatment.json	2728	11	0	0	0	0	0	123	0	155	0	0	0	0	0	0	0	0	0	0	186	493	0	0	0	6	0	1
fsh-generated/resources/ValueSet-Onset.json	1036	4	0	0	0	0	0	1	0	70	0	0	0	0	0	0	0	0	0	0	9	290	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-phenotypicFeatureStatusCS.json	502	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	23	0	0	0	0	0	0
fsh-generated/resources/Observation-PhenopacketsVariantExample01.json	537	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Observation-id.bilateral-polydactyly.phenotypic-feature.json	1223	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/ValueSet-PhenotypicModifierValueSet.json	816	3	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	9	272	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-related-concept-id.json	1618	4	0	0	0	0	0	16	0	17	0	0	0	0	0	0	0	0	0	0	41	68	0	0	0	1	0	0
fsh-generated/resources/Observation-phenotypic-abnormality-valid-1.json	2700	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0
fsh-generated/resources/Composition-DevelopmentalDelay.json	2396	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/ValueSet-therapeuticActionability-vs.json	999	3	0	0	0	0	0	0	1	234	0	0	0	0	0	0	0	0	0	0	9	284	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KaryotypicSex.json	1826	5	0	0	0	0	0	15	0	19	0	0	0	0	0	0	0	0	0	0	57	85	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-PathologicalStage.json	2234	4	0	0	0	0	0	15	0	23	0	0	0	0	0	0	0	0	0	0	46	88	0	0	0	1	0	0
fsh-generated/resources/Observation-hp.0001252.json	618	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Patient-phenopacketPatientExample01.json	262	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-filter-status.json	1502	4	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	47	69	0	0	0	2	0	0
fsh-generated/resources/ValueSet-HpoSeverity.json	967	3	1	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	9	297	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-KaryotypicSex.json	2074	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14	29	0	0	0	1	0	0
fsh-generated/resources/Observation-hp.0000568.json	623	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Taxonomy.json	531	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	281	0	0	0	1	0	0
fsh-generated/resources/MedicationAdministration-id.treatment.1.json	1099	4	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0
fsh-generated/resources/Specimen-phenopacketSpecimenExample01.json	419	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Biosample.json	6818	11	0	0	0	0	0	115	0	150	0	0	1	1	0	0	0	1	0	0	277	392	0	0	0	7	0	1
fsh-generated/resources/Observation-id.phenotypicfeature.1.json	642	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KaryotypicSex.json	496	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	41	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-additional-variant-identifier.json	1666	4	0	0	0	0	0	16	0	21	0	0	0	0	0	0	0	0	0	0	41	66	0	0	0	1	0	0
fsh-generated/resources/Observation-id.phenotypicfeature.2.json	665	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Condition-id.disease.2.json	639	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0000343.json	622	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-service-request-supporting-info.json	525	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/ValueSet-phenotypicFeatureVS.json	1085	3	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	9	64	0	0	0	0	0	0
fsh-generated/resources/ValueSet-TumorStage.json	698	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	269	0	0	0	1	0	0
fsh-generated/resources/Specimen-biosample.specimen.id.2.json	1188	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0003202.json	632	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Specimen-biosample.specimen.id.1.json	3129	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	15	9	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PhenotypicFeatureExt.json	1782	4	0	0	0	0	0	17	0	19	0	0	0	0	0	0	0	0	0	0	41	69	0	0	0	1	0	0
fsh-generated/resources/Observation-id.measurement.1.json	804	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0000369.json	630	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Observation-hp.0007663.json	630	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/ValueSet-TumorGrade.json	697	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	282	0	0	0	0	0	0
fsh-generated/resources/ValueSet-moleculeContext-vs.json	1058	3	1	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	8	293	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-phenopackets-variant.json	1934	5	0	0	0	0	0	847	0	1089	0	0	0	0	0	0	0	2	0	0	1281	4218	0	0	0	41	1	2
fsh-generated/resources/Condition-id.disease.3.json	1083	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Observation-karyotypic-sex-invalid-1.json	426	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/ValueSet-sequence-ontology-structural-variant-vs.json	653	2	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	9	378	0	0	0	1	0	0
